client,year,service,roi,cost,feedback
Widget Industries,2010,Trade Settlements,76.0,66.0,2
Widget Industries,2011,Trade Settlements,70.47218277847763,72.91450305870168,4
Widget Industries,2012,Trade Settlements,75.18149431464384,87.48767196111868,4
Widget Industries,2013,Trade Settlements,73.47150357191084,80.91521157646507,3
Widget Industries,2014,Trade Settlements,115.09059906521529,79.65214456786757,3
Widget Industries,2015,Trade Settlements,86.35854567893313,114.85507163097512,5
Widget Industries,2016,Trade Settlements,95.50936809236458,77.48375454772773,3
Widget Industries,2017,Trade Settlements,92.09282822958431,54.45247072022691,4
Widget Industries,2018,Trade Settlements,99.26104325485586,80.0236771266652,3
Widget Industries,2019,Trade Settlements,102.5274426574596,98.86186176505694,4
Widget Industries,2020,Trade Settlements,100.99229385468976,104.47849529592705,5
Widget Industries,2021,Trade Settlements,109.75354756388248,79.91449766440239,4
Widget Industries,2022,Trade Settlements,96.80287352064384,67.23657578674526,4
Widget Industries,2023,Trade Settlements,81.0849243361206,105.551010474501,3
Widget Industries,2010,Currency Management,93.0,63.0,2
Widget Industries,2011,Currency Management,101.5340041801662,111.38030885447478,4
Widget Industries,2012,Currency Management,84.86423520694987,113.37939313023617,4
Widget Industries,2013,Currency Management,80.7279433033925,109.74746440042514,3
Widget Industries,2014,Currency Management,99.97738015930966,106.9405980026918,3
Widget Industries,2015,Currency Management,96.21451490520016,60.7667786440728,4
Widget Industries,2016,Currency Management,92.96556040110228,111.84254584337135,2
Widget Industries,2017,Currency Management,71.61794500339342,95.6586971530976,2
Widget Industries,2018,Currency Management,92.45839631277543,60.64655361544439,5
Widget Industries,2019,Currency Management,117.44595189363076,89.55500443555877,4
Widget Industries,2020,Currency Management,99.04324083062072,68.63513085909544,4
Widget Industries,2021,Currency Management,112.02339062113582,105.57781200625826,4
Widget Industries,2022,Currency Management,80.76602149703113,79.375055403601,3
Widget Industries,2023,Currency Management,108.13904137224512,100.23426514867194,3
Widget Industries,2010,Security Finances,112.0,90.0,3
Widget Industries,2011,Security Finances,88.00733494697015,60.71579001390327,4
Widget Industries,2012,Security Finances,84.52543074159227,61.45497379060446,3
Widget Industries,2013,Security Finances,115.86210601708146,66.2208772299407,3
Widget Industries,2014,Security Finances,83.70331681862865,66.59318578309671,4
Widget Industries,2015,Security Finances,96.70852611990486,72.5151398163183,3
Widget Industries,2016,Security Finances,74.79726983445504,103.89232777051596,4
Widget Industries,2017,Security Finances,111.61229516888952,117.10759360098156,4
Widget Industries,2018,Security Finances,77.02184633021646,93.40280128757672,4
Widget Industries,2019,Security Finances,113.09752354848024,72.43820134159813,5
Widget Industries,2020,Security Finances,105.64269223206593,118.34161672851856,2
Widget Industries,2021,Security Finances,92.96723238898404,54.52605933494686,4
Widget Industries,2022,Security Finances,117.0346536487094,104.82239705938464,5
Widget Industries,2023,Security Finances,68.12365446722254,108.81040238578224,4
Global Innovations Group,2010,Trade Settlements,107.0,78.0,2
Global Innovations Group,2011,Trade Settlements,114.113369220393,65.74287935873733,5
Global Innovations Group,2012,Trade Settlements,116.38762360800224,67.21979549295581,4
Global Innovations Group,2013,Trade Settlements,118.95917134171091,111.3068226548094,4
Global Innovations Group,2014,Trade Settlements,108.49072235167787,83.70317881934001,3
Global Innovations Group,2015,Trade Settlements,119.9820736655722,87.8308795016215,3
Global Innovations Group,2016,Trade Settlements,85.35131290597874,120.07403215104488,4
Global Innovations Group,2017,Trade Settlements,103.86853130870472,74.0906665229615,4
Global Innovations Group,2018,Trade Settlements,73.89090561183443,104.50407675142306,5
Global Innovations Group,2019,Trade Settlements,91.4428277348791,100.48640565456202,3
Global Innovations Group,2020,Trade Settlements,82.59288678162352,119.51773332547772,4
Global Innovations Group,2021,Trade Settlements,95.63279418039248,73.51352493700466,3
Global Innovations Group,2022,Trade Settlements,95.67852990542931,52.47903120671227,2
Global Innovations Group,2023,Trade Settlements,66.84110305003325,106.79795869890836,2
Global Innovations Group,2010,Multi Asset Class Sol,109.0,114.0,4
Global Innovations Group,2011,Multi Asset Class Sol,92.02276380978552,111.28068549237462,2
Global Innovations Group,2012,Multi Asset Class Sol,112.03025592993411,68.58233707438235,4
Global Innovations Group,2013,Multi Asset Class Sol,97.60709756072728,91.24179332463194,2
Global Innovations Group,2014,Multi Asset Class Sol,74.49709187458046,65.54879150766253,4
Global Innovations Group,2015,Multi Asset Class Sol,87.18057057129721,112.1440106044202,4
Global Innovations Group,2016,Multi Asset Class Sol,105.0735613645568,82.48203701219273,4
Global Innovations Group,2017,Multi Asset Class Sol,87.63203807702355,78.50732857082272,4
Global Innovations Group,2018,Multi Asset Class Sol,102.90750464069136,106.22120352431205,4
Global Innovations Group,2019,Multi Asset Class Sol,86.94893628633037,96.56058248099542,4
Global Innovations Group,2020,Multi Asset Class Sol,93.12262737442254,110.61936372367036,3
Global Innovations Group,2021,Multi Asset Class Sol,105.70569151164356,80.00377383557034,4
Global Innovations Group,2022,Multi Asset Class Sol,83.25616136678185,79.76144366689826,2
Global Innovations Group,2023,Multi Asset Class Sol,75.77339541596861,53.980977624364016,3
Global Innovations Group,2010,Currency Management,95.0,72.0,4
Global Innovations Group,2011,Currency Management,111.75882120116106,63.43190668372851,5
Global Innovations Group,2012,Currency Management,87.5172221552072,118.04775659542707,2
Global Innovations Group,2013,Currency Management,80.32924287254848,76.67390212338827,5
Global Innovations Group,2014,Currency Management,95.2848388863051,66.82582465687416,3
Global Innovations Group,2015,Currency Management,70.35979265546625,118.99655599599492,2
Global Innovations Group,2016,Currency Management,74.93078860591234,65.65594184988545,4
Global Innovations Group,2017,Currency Management,90.85653175889412,114.56311136133807,4
Global Innovations Group,2018,Currency Management,101.16219809734116,69.19440601512665,3
Global Innovations Group,2019,Currency Management,87.52481766244638,103.77682528650958,3
Global Innovations Group,2020,Currency Management,109.129983976417,115.5740386981321,4
Global Innovations Group,2021,Currency Management,85.14575740632894,73.7067036483645,3
Global Innovations Group,2022,Currency Management,105.10631869103804,63.33252168852562,4
Global Innovations Group,2023,Currency Management,110.2898706052158,109.70993827235527,4
Global Innovations Group,2010,Advisory Services,93.0,119.0,3
Global Innovations Group,2011,Advisory Services,70.18991991372755,64.25626270023142,2
Global Innovations Group,2012,Advisory Services,100.1207391374256,105.62615584206937,5
Global Innovations Group,2013,Advisory Services,103.17029168147108,59.70335964517072,2
Global Innovations Group,2014,Advisory Services,114.09348947279732,114.5947021606427,2
Global Innovations Group,2015,Advisory Services,79.24159799168709,62.84780384019177,2
Global Innovations Group,2016,Advisory Services,108.60671605346138,68.97254527314111,4
Global Innovations Group,2017,Advisory Services,85.66349019416978,72.77976166375385,2
Global Innovations Group,2018,Advisory Services,121.39707236176996,131.09825968703225,4
Global Innovations Group,2019,Advisory Services,111.99509456752382,91.62334480300322,4
Global Innovations Group,2020,Advisory Services,78.95629752030807,85.59562926526934,4
Global Innovations Group,2021,Advisory Services,112.39382646634166,106.0019084237492,2
Global Innovations Group,2022,Advisory Services,87.9577839820182,55.86314797193078,5
Global Innovations Group,2023,Advisory Services,95.3190005565028,53.94840424537139,2
Global Innovations Group,2010,Security Finances,100.0,112.0,2
Global Innovations Group,2011,Security Finances,80.7488897389133,83.61941436210037,2
Global Innovations Group,2012,Security Finances,115.17758078026648,97.77633102173152,5
Global Innovations Group,2013,Security Finances,90.75698568016398,92.02168264555458,4
Global Innovations Group,2014,Security Finances,93.29123639264624,83.42047848393074,3
Global Innovations Group,2015,Security Finances,111.6547408732968,81.31163250340715,3
Global Innovations Group,2016,Security Finances,90.50098797240048,68.45223326179038,5
Global Innovations Group,2017,Security Finances,88.20377201997465,107.2200466251294,3
Global Innovations Group,2018,Security Finances,97.83142304229422,110.6599026671831,3
Global Innovations Group,2019,Security Finances,83.90273161370001,77.87304940438062,2
Global Innovations Group,2020,Security Finances,92.85645658976316,58.84436576705936,5
Global Innovations Group,2021,Security Finances,90.13404611954932,90.87563327077144,4
Global Innovations Group,2022,Security Finances,61.29114066055829,91.33536645010363,3
Global Innovations Group,2023,Security Finances,137.19675126569445,61.59733407957086,3
Global Innovations Group,2010,Equity and Fixed Income,106.0,76.0,4
Global Innovations Group,2011,Equity and Fixed Income,74.22089220469064,92.15970108301886,4
Global Innovations Group,2012,Equity and Fixed Income,109.22894010703315,118.48326413027176,3
Global Innovations Group,2013,Equity and Fixed Income,99.69530219329656,73.76315286069479,5
Global Innovations Group,2014,Equity and Fixed Income,104.83771974411476,94.6094146590895,3
Global Innovations Group,2015,Equity and Fixed Income,103.69404463591523,96.65481809107156,4
Global Innovations Group,2016,Equity and Fixed Income,84.94746769764018,115.10803832629593,3
Global Innovations Group,2017,Equity and Fixed Income,98.30077898890248,92.06068279366364,3
Global Innovations Group,2018,Equity and Fixed Income,126.16048831822312,82.34178424613147,4
Global Innovations Group,2019,Equity and Fixed Income,122.45079090131632,69.6428509162059,2
Global Innovations Group,2020,Equity and Fixed Income,96.09883804888108,90.54651911515975,3
Global Innovations Group,2021,Equity and Fixed Income,74.57774364000628,106.10623658562932,4
Global Innovations Group,2022,Equity and Fixed Income,86.71537179552497,100.98623730747823,3
Global Innovations Group,2023,Equity and Fixed Income,95.61747091735263,79.54723563379501,4
Global Innovations Group,2010,Hedge Fund Services,95.0,83.0,2
Global Innovations Group,2011,Hedge Fund Services,105.03699121717142,115.11357787599424,2
Global Innovations Group,2012,Hedge Fund Services,109.92800783381368,109.41255434857484,3
Global Innovations Group,2013,Hedge Fund Services,84.67446822978147,66.91641270283257,4
Global Innovations Group,2014,Hedge Fund Services,96.09977506552111,64.83247732499848,3
Global Innovations Group,2015,Hedge Fund Services,112.882637455146,126.96961657751947,3
Global Innovations Group,2016,Hedge Fund Services,98.55668928741495,60.6298314289175,2
Global Innovations Group,2017,Hedge Fund Services,83.71722591467466,65.4362038515545,3
Global Innovations Group,2018,Hedge Fund Services,104.81958149986151,106.6298723749845,4
Global Innovations Group,2019,Hedge Fund Services,96.25019057352864,64.85947848656873,3
Global Innovations Group,2020,Hedge Fund Services,132.2745358933608,73.87607508517851,4
Global Innovations Group,2021,Hedge Fund Services,72.82703061449118,108.13329120807776,4
Global Innovations Group,2022,Hedge Fund Services,78.69932290765249,73.28438888889485,3
Global Innovations Group,2023,Hedge Fund Services,95.66879054965344,63.75604673757873,3
Global Innovations Group,2010,NAV Calculation,112.0,72.0,3
Global Innovations Group,2011,NAV Calculation,101.78901566548268,73.5220488318403,3
Global Innovations Group,2012,NAV Calculation,73.41913480198363,119.04599628030417,3
Global Innovations Group,2013,NAV Calculation,72.41457285635754,68.66062814834356,5
Global Innovations Group,2014,NAV Calculation,108.90603105954548,104.19579348440816,5
Global Innovations Group,2015,NAV Calculation,74.99024059950372,85.281320553019,2
Global Innovations Group,2016,NAV Calculation,95.48919667950818,113.55060226337368,3
Global Innovations Group,2017,NAV Calculation,86.7361194299344,89.95499409233085,3
Global Innovations Group,2018,NAV Calculation,102.49967270268326,59.77654657806288,3
Global Innovations Group,2019,NAV Calculation,69.74243744457432,105.82220819285196,4
Global Innovations Group,2020,NAV Calculation,105.26533517933558,92.9793016615654,3
Global Innovations Group,2021,NAV Calculation,84.4413240839867,64.82914029065537,4
Global Innovations Group,2022,NAV Calculation,61.76191778308922,80.61019904641871,3
Global Innovations Group,2023,NAV Calculation,86.09040599188516,79.40447542934726,2
Techtonic Solutions,2010,Digital Assets,107.0,119.0,2
Techtonic Solutions,2011,Digital Assets,106.41930609423756,115.6722611256676,3
Techtonic Solutions,2012,Digital Assets,81.46099009308756,77.69441298264941,4
Techtonic Solutions,2013,Digital Assets,85.8869902014421,91.1154845519922,5
Techtonic Solutions,2014,Digital Assets,122.0856201925713,85.33783820938021,5
Techtonic Solutions,2015,Digital Assets,106.83829782260412,59.122177864478445,4
Techtonic Solutions,2016,Digital Assets,109.98147145458124,91.89403979134696,2
Techtonic Solutions,2017,Digital Assets,95.83061504824953,112.31864882130164,3
Techtonic Solutions,2018,Digital Assets,70.01435618057558,103.51695060135988,3
Techtonic Solutions,2019,Digital Assets,108.3252452178764,109.22194396904312,2
Techtonic Solutions,2020,Digital Assets,88.95301763215096,65.53743396870594,3
Techtonic Solutions,2021,Digital Assets,104.58187668855908,91.4818637763004,5
Techtonic Solutions,2022,Digital Assets,106.85942159728268,86.26181370542437,4
Techtonic Solutions,2023,Digital Assets,105.7102461676879,86.34707974329199,3
Techtonic Solutions,2010,NAV Calculation,81.0,81.0,4
Techtonic Solutions,2011,NAV Calculation,105.8523268831739,61.33026591363707,2
Techtonic Solutions,2012,NAV Calculation,93.54005183406066,97.1570257137044,3
Techtonic Solutions,2013,NAV Calculation,108.36343310294929,69.19566818406228,3
Techtonic Solutions,2014,NAV Calculation,85.80871909361457,71.91390212609174,3
Techtonic Solutions,2015,NAV Calculation,71.94469191699096,107.87716062722492,5
Techtonic Solutions,2016,NAV Calculation,81.79517405770115,78.00140385250732,5
Techtonic Solutions,2017,NAV Calculation,98.42625528368032,91.77746646052796,5
Techtonic Solutions,2018,NAV Calculation,97.3365039987911,81.66949976031275,3
Techtonic Solutions,2019,NAV Calculation,114.99667576741832,83.55712589615231,4
Techtonic Solutions,2020,NAV Calculation,84.8431910150572,96.58617980133344,3
Techtonic Solutions,2021,NAV Calculation,113.9202680624987,58.65801084352911,5
Techtonic Solutions,2022,NAV Calculation,93.98842952609456,89.03743796854322,3
Techtonic Solutions,2023,NAV Calculation,130.9730007132498,89.00209084748285,3
Techtonic Solutions,2010,Trade Settlements,116.0,83.0,3
Techtonic Solutions,2011,Trade Settlements,99.39551546113226,62.052418930623176,5
Techtonic Solutions,2012,Trade Settlements,70.96544977219091,104.7759954232403,4
Techtonic Solutions,2013,Trade Settlements,93.0740200893406,88.87087152062975,3
Techtonic Solutions,2014,Trade Settlements,125.47542625005322,69.02445545359143,4
Techtonic Solutions,2015,Trade Settlements,115.10460634516876,116.80845395559092,2
Techtonic Solutions,2016,Trade Settlements,101.73036982900292,73.88633739750227,4
Techtonic Solutions,2017,Trade Settlements,100.95347732617768,64.38949134204383,5
Techtonic Solutions,2018,Trade Settlements,71.95465910093273,90.2698083097477,3
Techtonic Solutions,2019,Trade Settlements,66.76149097300474,76.24320705744869,4
Techtonic Solutions,2020,Trade Settlements,74.39105454773157,117.80343660662822,5
Techtonic Solutions,2021,Trade Settlements,82.89422856786636,123.12299183848592,5
Techtonic Solutions,2022,Trade Settlements,116.49662508868305,67.69008474074352,3
Techtonic Solutions,2023,Trade Settlements,105.07216007315392,127.89984971743198,2
Techtonic Solutions,2010,Security Finances,115.0,105.0,4
Techtonic Solutions,2011,Security Finances,90.8681789660416,75.16845303212374,3
Techtonic Solutions,2012,Security Finances,106.14391161624872,59.759310769481246,3
Techtonic Solutions,2013,Security Finances,81.34392998024623,83.74166820194202,3
Techtonic Solutions,2014,Security Finances,68.76337213332656,96.60443652888196,4
Techtonic Solutions,2015,Security Finances,73.4338006331053,82.73739480941467,5
Techtonic Solutions,2016,Security Finances,108.8699542929159,60.48285247216633,5
Techtonic Solutions,2017,Security Finances,82.99890568354849,117.61953032674948,3
Techtonic Solutions,2018,Security Finances,79.98106758641995,83.54782102736729,5
Techtonic Solutions,2019,Security Finances,123.4984200887476,76.99584074971288,4
Techtonic Solutions,2020,Security Finances,124.49594337062224,64.57006256463772,2
Techtonic Solutions,2021,Security Finances,77.13796720674962,93.68723172777172,4
Techtonic Solutions,2022,Security Finances,100.76552041163508,62.3741026164796,5
Techtonic Solutions,2023,Security Finances,112.08964487108123,70.92662329924744,2
Techtonic Solutions,2010,Custody,77.0,81.0,4
Techtonic Solutions,2011,Custody,116.77623898040726,101.61988541129678,3
Techtonic Solutions,2012,Custody,106.4502574124565,76.64308468128078,4
Techtonic Solutions,2013,Custody,92.48835788337811,80.56024367316533,3
Techtonic Solutions,2014,Custody,113.72605850059551,80.7863455802037,3
Techtonic Solutions,2015,Custody,119.30311455885948,90.24676856125652,3
Techtonic Solutions,2016,Custody,81.85743800299412,110.54149263741546,5
Techtonic Solutions,2017,Custody,71.80295624652118,77.64489123873508,3
Techtonic Solutions,2018,Custody,73.61228382286939,58.59134902132705,2
Techtonic Solutions,2019,Custody,102.2623984492294,100.38473630510144,2
Techtonic Solutions,2020,Custody,119.18178279849378,73.05130128918339,4
Techtonic Solutions,2021,Custody,116.99865607092838,110.7126677620731,2
Techtonic Solutions,2022,Custody,95.52700722386146,74.40534256071486,5
Techtonic Solutions,2023,Custody,140.9431543729292,74.49221043738937,2
Techtonic Solutions,2010,Multi Asset Class Sol,70.0,107.0,3
Techtonic Solutions,2011,Multi Asset Class Sol,69.48129334968347,84.60511243831287,5
Techtonic Solutions,2012,Multi Asset Class Sol,103.91301808380224,99.71402822361377,3
Techtonic Solutions,2013,Multi Asset Class Sol,112.98744965003522,98.30996985574534,3
Techtonic Solutions,2014,Multi Asset Class Sol,93.24095711230817,115.24664242790575,4
Techtonic Solutions,2015,Multi Asset Class Sol,96.1502610481203,110.34847150941982,3
Techtonic Solutions,2016,Multi Asset Class Sol,90.96260132100952,118.15569658413932,3
Techtonic Solutions,2017,Multi Asset Class Sol,105.12787280463267,96.63476376727353,4
Techtonic Solutions,2018,Multi Asset Class Sol,98.98027877447689,63.66779430167161,5
Techtonic Solutions,2019,Multi Asset Class Sol,111.5485194533113,124.41122762501162,4
Techtonic Solutions,2020,Multi Asset Class Sol,104.29594000014264,135.55508136078356,4
Techtonic Solutions,2021,Multi Asset Class Sol,94.54467631489334,72.4114554971261,4
Techtonic Solutions,2022,Multi Asset Class Sol,87.73268819849868,74.95967442553189,3
Techtonic Solutions,2023,Multi Asset Class Sol,123.60701539734283,129.97327425843295,2
Quantum Systems Inc.,2010,Equity and Fixed Income,101.0,94.0,2
Quantum Systems Inc.,2011,Equity and Fixed Income,94.65796554894268,62.15621040972286,3
Quantum Systems Inc.,2012,Equity and Fixed Income,96.29333617954391,108.95167046747645,3
Quantum Systems Inc.,2013,Equity and Fixed Income,119.4213954472169,82.43278985181735,3
Quantum Systems Inc.,2014,Equity and Fixed Income,72.48681111909337,88.89977110220558,4
Quantum Systems Inc.,2015,Equity and Fixed Income,70.87498559745879,111.30317002455746,2
Quantum Systems Inc.,2016,Equity and Fixed Income,91.71295411790852,64.00704816349928,5
Quantum Systems Inc.,2017,Equity and Fixed Income,101.06592226847124,96.0858065647232,3
Quantum Systems Inc.,2018,Equity and Fixed Income,102.89067878716511,64.37879200246493,4
Quantum Systems Inc.,2019,Equity and Fixed Income,77.10777221956214,110.29693911551864,4
Quantum Systems Inc.,2020,Equity and Fixed Income,63.80287954029468,79.25569859441157,3
Quantum Systems Inc.,2021,Equity and Fixed Income,86.61266424005483,100.9895653753697,4
Quantum Systems Inc.,2022,Equity and Fixed Income,89.24919656204753,67.11117742326704,3
Quantum Systems Inc.,2023,Equity and Fixed Income,93.2230846297118,85.2852300206949,4
Quantum Systems Inc.,2010,Multi Asset Class Sol,112.0,75.0,2
Quantum Systems Inc.,2011,Multi Asset Class Sol,106.52233242742152,64.57801988553884,2
Quantum Systems Inc.,2012,Multi Asset Class Sol,72.38248990490399,113.70517697577748,4
Quantum Systems Inc.,2013,Multi Asset Class Sol,101.53312603035924,112.28353845978585,5
Quantum Systems Inc.,2014,Multi Asset Class Sol,78.81614510055932,106.55535984796732,3
Quantum Systems Inc.,2015,Multi Asset Class Sol,117.93258092627796,57.968319104032894,2
Quantum Systems Inc.,2016,Multi Asset Class Sol,110.68068334809703,74.02979160918916,5
Quantum Systems Inc.,2017,Multi Asset Class Sol,85.22127887261651,78.21826932080018,4
Quantum Systems Inc.,2018,Multi Asset Class Sol,104.92610725937794,70.92646446610341,5
Quantum Systems Inc.,2019,Multi Asset Class Sol,72.50700224326722,109.45988451163475,5
Quantum Systems Inc.,2020,Multi Asset Class Sol,65.72811192876263,94.78996793314752,4
Quantum Systems Inc.,2021,Multi Asset Class Sol,101.7320562107212,77.24208285643392,4
Quantum Systems Inc.,2022,Multi Asset Class Sol,87.33182204980584,111.54370850328272,5
Quantum Systems Inc.,2023,Multi Asset Class Sol,68.68614070227669,67.80665406502801,3
Quantum Systems Inc.,2010,NAV Calculation,99.0,115.0,4
Quantum Systems Inc.,2011,NAV Calculation,118.4032420471003,108.18497015362315,3
Quantum Systems Inc.,2012,NAV Calculation,90.56937186337076,75.59073087474698,3
Quantum Systems Inc.,2013,NAV Calculation,79.56849012366777,95.66231738785716,3
Quantum Systems Inc.,2014,NAV Calculation,85.01668939872856,66.45196610872898,4
Quantum Systems Inc.,2015,NAV Calculation,95.41650779325468,70.02672618215911,3
Quantum Systems Inc.,2016,NAV Calculation,77.25558108747074,83.24412998775537,3
Quantum Systems Inc.,2017,NAV Calculation,88.82726076002263,84.65463078386263,4
Quantum Systems Inc.,2018,NAV Calculation,104.59536147461844,73.97506979538709,4
Quantum Systems Inc.,2019,NAV Calculation,88.37862626001389,85.93026909045486,2
Quantum Systems Inc.,2020,NAV Calculation,96.31051840833771,60.94824398465203,2
Quantum Systems Inc.,2021,NAV Calculation,119.59219973331253,95.3682925509556,3
Quantum Systems Inc.,2022,NAV Calculation,72.30071639488503,111.83783073241916,5
Quantum Systems Inc.,2023,NAV Calculation,98.52392222790736,56.046422145333125,5
Quantum Systems Inc.,2010,Hedge Fund Services,75.0,75.0,2
Quantum Systems Inc.,2011,Hedge Fund Services,101.6305356499651,74.58537849282177,3
Quantum Systems Inc.,2012,Hedge Fund Services,101.2310115414697,101.17451160984584,4
Quantum Systems Inc.,2013,Hedge Fund Services,84.63916199610838,84.57877060228307,3
Quantum Systems Inc.,2014,Hedge Fund Services,115.36714226653488,78.0815677348514,4
Quantum Systems Inc.,2015,Hedge Fund Services,112.3816098713051,78.15702099779162,4
Quantum Systems Inc.,2016,Hedge Fund Services,113.9023812441732,102.74784264734868,4
Quantum Systems Inc.,2017,Hedge Fund Services,84.05789502015,105.18019191751054,2
Quantum Systems Inc.,2018,Hedge Fund Services,105.44422013565016,70.04055720142955,4
Quantum Systems Inc.,2019,Hedge Fund Services,92.48873214027802,61.49864502078371,5
Quantum Systems Inc.,2020,Hedge Fund Services,98.6802010261454,74.59570833813285,4
Quantum Systems Inc.,2021,Hedge Fund Services,133.28343078120994,100.87671593321188,4
Quantum Systems Inc.,2022,Hedge Fund Services,107.72120699990852,125.38930550917937,3
Quantum Systems Inc.,2023,Hedge Fund Services,101.90258842513424,68.50421890056288,2
Quantum Systems Inc.,2010,Custody,91.0,106.0,2
Quantum Systems Inc.,2011,Custody,92.98875248259812,106.3641661524683,3
Quantum Systems Inc.,2012,Custody,121.75155142709468,83.8419133644087,3
Quantum Systems Inc.,2013,Custody,98.13080017541844,116.00222796045462,5
Quantum Systems Inc.,2014,Custody,107.54850428754648,79.42262634934606,3
Quantum Systems Inc.,2015,Custody,76.94850272972079,98.9638204211459,3
Quantum Systems Inc.,2016,Custody,107.33733385739812,119.64447107281762,3
Quantum Systems Inc.,2017,Custody,76.6307942744619,93.60635201702355,4
Quantum Systems Inc.,2018,Custody,118.49048547305792,85.19351541433441,4
Quantum Systems Inc.,2019,Custody,71.48934157043061,99.40808084326912,4
Quantum Systems Inc.,2020,Custody,87.59140226895468,109.75142916986802,4
Quantum Systems Inc.,2021,Custody,105.32510538814938,63.33543572062064,3
Quantum Systems Inc.,2022,Custody,71.11503816150149,102.16140548109703,3
Quantum Systems Inc.,2023,Custody,122.09816767928186,65.35357033866553,3
Stellar Services,2010,Custody,72.0,67.0,4
Stellar Services,2011,Custody,83.90716619275615,66.17493026533319,3
Stellar Services,2012,Custody,82.4071982050691,119.82599246913426,3
Stellar Services,2013,Custody,103.9183546570737,111.73382147532476,3
Stellar Services,2014,Custody,73.25967315658824,105.03048813094316,4
Stellar Services,2015,Custody,97.17317014264148,76.29528584222967,5
Stellar Services,2016,Custody,95.96897904431692,56.59957089831666,3
