cost,roi,feedback,year,client,service
118.34161672851857,105.64269223206593,2,2020,Widget Industries,Security Finances
54.52605933494686,92.96723238898404,4,2021,Widget Industries,Security Finances
104.82239705938463,117.0346536487094,5,2022,Widget Industries,Security Finances
108.81040238578224,68.12365446722254,4,2023,Widget Industries,Security Finances
78,107,2,2010,Global Innovations Group,Trade Settlements
65.74287935873733,114.113369220393,5,2011,Global Innovations Group,Trade Settlements
67.21979549295581,116.38762360800223,4,2012,Global Innovations Group,Trade Settlements
111.3068226548094,118.95917134171091,4,2013,Global Innovations Group,Trade Settlements
83.70317881934001,108.49072235167787,3,2014,Global Innovations Group,Trade Settlements
87.8308795016215,119.98207366557219,3,2015,Global Innovations Group,Trade Settlements
120.07403215104489,85.35131290597874,4,2016,Global Innovations Group,Trade Settlements
74.0906665229615,103.86853130870472,4,2017,Global Innovations Group,Trade Settlements
104.50407675142306,73.89090561183443,5,2018,Global Innovations Group,Trade Settlements
100.48640565456202,91.4428277348791,3,2019,Global Innovations Group,Trade Settlements
119.51773332547772,82.59288678162352,4,2020,Global Innovations Group,Trade Settlements
73.51352493700466,95.63279418039247,3,2021,Global Innovations Group,Trade Settlements
52.47903120671227,95.67852990542931,2,2022,Global Innovations Group,Trade Settlements
106.79795869890837,66.84110305003325,2,2023,Global Innovations Group,Trade Settlements
114,109,4,2010,Global Innovations Group,Multi Asset Class Sol
111.28068549237462,92.02276380978552,2,2011,Global Innovations Group,Multi Asset Class Sol
68.58233707438235,112.03025592993411,4,2012,Global Innovations Group,Multi Asset Class Sol
91.24179332463194,97.60709756072728,2,2013,Global Innovations Group,Multi Asset Class Sol
65.54879150766253,74.49709187458046,4,2014,Global Innovations Group,Multi Asset Class Sol
112.1440106044202,87.18057057129721,4,2015,Global Innovations Group,Multi Asset Class Sol
82.48203701219273,105.07356136455681,4,2016,Global Innovations Group,Multi Asset Class Sol
78.50732857082272,87.63203807702355,4,2017,Global Innovations Group,Multi Asset Class Sol
106.22120352431205,102.90750464069137,4,2018,Global Innovations Group,Multi Asset Class Sol
96.56058248099542,86.94893628633037,4,2019,Global Innovations Group,Multi Asset Class Sol
110.61936372367035,93.12262737442254,3,2020,Global Innovations Group,Multi Asset Class Sol
80.00377383557034,105.70569151164356,4,2021,Global Innovations Group,Multi Asset Class Sol
79.76144366689826,83.25616136678185,2,2022,Global Innovations Group,Multi Asset Class Sol
53.980977624364016,75.77339541596861,3,2023,Global Innovations Group,Multi Asset Class Sol
72,95,4,2010,Global Innovations Group,Currency Management
63.43190668372851,111.75882120116106,5,2011,Global Innovations Group,Currency Management
118.04775659542707,87.5172221552072,2,2012,Global Innovations Group,Currency Management
76.67390212338827,80.32924287254848,5,2013,Global Innovations Group,Currency Management
66.82582465687416,95.2848388863051,3,2014,Global Innovations Group,Currency Management
118.99655599599492,70.35979265546625,2,2015,Global Innovations Group,Currency Management
65.65594184988545,74.93078860591234,4,2016,Global Innovations Group,Currency Management
114.56311136133807,90.85653175889412,4,2017,Global Innovations Group,Currency Management
69.19440601512665,101.16219809734115,3,2018,Global Innovations Group,Currency Management
103.77682528650958,87.52481766244638,3,2019,Global Innovations Group,Currency Management
115.5740386981321,109.129983976417,4,2020,Global Innovations Group,Currency Management
73.7067036483645,85.14575740632894,3,2021,Global Innovations Group,Currency Management
63.33252168852562,105.10631869103803,4,2022,Global Innovations Group,Currency Management
109.70993827235529,110.28987060521581,4,2023,Global Innovations Group,Currency Management
119,93,3,2010,Global Innovations Group,Advisory Services
64.25626270023142,70.18991991372755,2,2011,Global Innovations Group,Advisory Services
105.62615584206935,100.1207391374256,5,2012,Global Innovations Group,Advisory Services
59.703359645170714,103.17029168147108,2,2013,Global Innovations Group,Advisory Services
114.5947021606427,114.09348947279733,2,2014,Global Innovations Group,Advisory Services
62.84780384019177,79.24159799168709,2,2015,Global Innovations Group,Advisory Services
68.97254527314111,108.60671605346138,4,2016,Global Innovations Group,Advisory Services
72.77976166375385,85.66349019416978,2,2017,Global Innovations Group,Advisory Services
131.09825968703225,121.39707236176997,4,2018,Global Innovations Group,Advisory Services
91.62334480300322,111.99509456752382,4,2019,Global Innovations Group,Advisory Services
85.59562926526934,78.95629752030807,4,2020,Global Innovations Group,Advisory Services
106.00190842374919,112.39382646634166,2,2021,Global Innovations Group,Advisory Services
55.86314797193078,87.9577839820182,5,2022,Global Innovations Group,Advisory Services
53.94840424537139,95.31900055650281,2,2023,Global Innovations Group,Advisory Services
112,100,2,2010,Global Innovations Group,Security Finances
83.61941436210037,80.7488897389133,2,2011,Global Innovations Group,Security Finances
97.77633102173152,115.17758078026648,5,2012,Global Innovations Group,Security Finances
92.02168264555458,90.75698568016398,4,2013,Global Innovations Group,Security Finances
83.42047848393074,93.29123639264625,3,2014,Global Innovations Group,Security Finances
81.31163250340715,111.6547408732968,3,2015,Global Innovations Group,Security Finances
68.45223326179038,90.50098797240048,5,2016,Global Innovations Group,Security Finances
107.22004662512941,88.20377201997465,3,2017,Global Innovations Group,Security Finances
110.6599026671831,97.83142304229422,3,2018,Global Innovations Group,Security Finances
77.87304940438062,83.90273161370001,2,2019,Global Innovations Group,Security Finances
58.84436576705936,92.85645658976316,5,2020,Global Innovations Group,Security Finances
90.87563327077143,90.13404611954931,4,2021,Global Innovations Group,Security Finances
91.33536645010363,61.29114066055829,3,2022,Global Innovations Group,Security Finances
61.59733407957086,137.19675126569445,3,2023,Global Innovations Group,Security Finances
76,106,4,2010,Global Innovations Group,Equity and Fixed Income
92.15970108301886,74.22089220469064,4,2011,Global Innovations Group,Equity and Fixed Income
118.48326413027175,109.22894010703315,3,2012,Global Innovations Group,Equity and Fixed Income
73.76315286069479,99.69530219329656,5,2013,Global Innovations Group,Equity and Fixed Income
94.6094146590895,104.83771974411476,3,2014,Global Innovations Group,Equity and Fixed Income
96.65481809107155,103.69404463591525,4,2015,Global Innovations Group,Equity and Fixed Income
115.10803832629591,84.94746769764018,3,2016,Global Innovations Group,Equity and Fixed Income
92.06068279366364,98.30077898890248,3,2017,Global Innovations Group,Equity and Fixed Income
82.34178424613147,126.16048831822312,4,2018,Global Innovations Group,Equity and Fixed Income
69.6428509162059,122.45079090131631,2,2019,Global Innovations Group,Equity and Fixed Income
90.54651911515977,96.09883804888108,3,2020,Global Innovations Group,Equity and Fixed Income
106.10623658562932,74.57774364000628,4,2021,Global Innovations Group,Equity and Fixed Income
100.98623730747823,86.71537179552497,3,2022,Global Innovations Group,Equity and Fixed Income
79.54723563379501,95.61747091735263,4,2023,Global Innovations Group,Equity and Fixed Income
83,95,2,2010,Global Innovations Group,Hedge Fund Services
115.11357787599425,105.03699121717142,2,2011,Global Innovations Group,Hedge Fund Services
109.41255434857483,109.92800783381368,3,2012,Global Innovations Group,Hedge Fund Services
66.91641270283257,84.67446822978147,4,2013,Global Innovations Group,Hedge Fund Services
64.83247732499848,96.09977506552113,3,2014,Global Innovations Group,Hedge Fund Services
126.96961657751949,112.88263745514601,3,2015,Global Innovations Group,Hedge Fund Services
60.6298314289175,98.55668928741497,2,2016,Global Innovations Group,Hedge Fund Services
65.4362038515545,83.71722591467466,3,2017,Global Innovations Group,Hedge Fund Services
106.6298723749845,104.81958149986153,4,2018,Global Innovations Group,Hedge Fund Services
64.85947848656873,96.25019057352864,3,2019,Global Innovations Group,Hedge Fund Services
73.87607508517851,132.2745358933608,4,2020,Global Innovations Group,Hedge Fund Services
108.13329120807776,72.82703061449118,4,2021,Global Innovations Group,Hedge Fund Services
73.28438888889485,78.69932290765249,3,2022,Global Innovations Group,Hedge Fund Services
63.75604673757873,95.66879054965345,3,2023,Global Innovations Group,Hedge Fund Services
72,112,3,2010,Global Innovations Group,NAV Calculation
73.5220488318403,101.78901566548268,3,2011,Global Innovations Group,NAV Calculation
119.04599628030417,73.41913480198363,3,2012,Global Innovations Group,NAV Calculation
68.66062814834356,72.41457285635754,5,2013,Global Innovations Group,NAV Calculation
104.19579348440816,108.90603105954548,5,2014,Global Innovations Group,NAV Calculation
85.281320553019,74.99024059950372,2,2015,Global Innovations Group,NAV Calculation
113.55060226337369,95.48919667950818,3,2016,Global Innovations Group,NAV Calculation
89.95499409233085,86.7361194299344,3,2017,Global Innovations Group,NAV Calculation
59.776546578062884,102.49967270268326,3,2018,Global Innovations Group,NAV Calculation
105.82220819285195,69.74243744457432,4,2019,Global Innovations Group,NAV Calculation
92.97930166156539,105.26533517933558,3,2020,Global Innovations Group,NAV Calculation
64.82914029065537,84.4413240839867,4,2021,Global Innovations Group,NAV Calculation
80.61019904641871,61.761917783089224,3,2022,Global Innovations Group,NAV Calculation
79.40447542934726,86.09040599188516,2,2023,Global Innovations Group,NAV Calculation
119,107,2,2010,Techtonic Solutions,Digital Assets
115.67226112566759,106.41930609423756,3,2011,Techtonic Solutions,Digital Assets
77.69441298264941,81.46099009308756,4,2012,Techtonic Solutions,Digital Assets
91.11548455199221,85.8869902014421,5,2013,Techtonic Solutions,Digital Assets
85.33783820938021,122.0856201925713,5,2014,Techtonic Solutions,Digital Assets
59.122177864478445,106.83829782260412,4,2015,Techtonic Solutions,Digital Assets
91.89403979134696,109.98147145458125,2,2016,Techtonic Solutions,Digital Assets
112.31864882130164,95.83061504824951,3,2017,Techtonic Solutions,Digital Assets
103.51695060135987,70.01435618057558,3,2018,Techtonic Solutions,Digital Assets
109.22194396904311,108.32524521787641,2,2019,Techtonic Solutions,Digital Assets
65.53743396870594,88.95301763215096,3,2020,Techtonic Solutions,Digital Assets
91.4818637763004,104.58187668855908,5,2021,Techtonic Solutions,Digital Assets
86.26181370542437,106.85942159728268,4,2022,Techtonic Solutions,Digital Assets
86.34707974329199,105.7102461676879,3,2023,Techtonic Solutions,Digital Assets
81,81,4,2010,Techtonic Solutions,NAV Calculation
61.33026591363707,105.8523268831739,2,2011,Techtonic Solutions,NAV Calculation
97.15702571370439,93.54005183406066,3,2012,Techtonic Solutions,NAV Calculation
69.19566818406228,108.36343310294929,3,2013,Techtonic Solutions,NAV Calculation
71.91390212609174,85.80871909361457,3,2014,Techtonic Solutions,NAV Calculation
107.87716062722491,71.94469191699096,5,2015,Techtonic Solutions,NAV Calculation
78.00140385250732,81.79517405770115,5,2016,Techtonic Solutions,NAV Calculation
91.77746646052796,98.42625528368032,5,2017,Techtonic Solutions,NAV Calculation
81.66949976031275,97.3365039987911,3,2018,Techtonic Solutions,NAV Calculation
83.55712589615231,114.99667576741832,4,2019,Techtonic Solutions,NAV Calculation
96.58617980133344,84.8431910150572,3,2020,Techtonic Solutions,NAV Calculation
58.658010843529105,113.9202680624987,5,2021,Techtonic Solutions,NAV Calculation
89.03743796854322,93.98842952609455,3,2022,Techtonic Solutions,NAV Calculation
89.00209084748285,130.9730007132498,3,2023,Techtonic Solutions,NAV Calculation
83,116,3,2010,Techtonic Solutions,Trade Settlements
62.052418930623176,99.39551546113226,5,2011,Techtonic Solutions,Trade Settlements
104.7759954232403,70.96544977219091,4,2012,Techtonic Solutions,Trade Settlements
88.87087152062975,93.0740200893406,3,2013,Techtonic Solutions,Trade Settlements
69.02445545359143,125.47542625005322,4,2014,Techtonic Solutions,Trade Settlements
116.80845395559092,115.10460634516875,2,2015,Techtonic Solutions,Trade Settlements
73.88633739750227,101.73036982900291,4,2016,Techtonic Solutions,Trade Settlements
64.38949134204383,100.95347732617768,5,2017,Techtonic Solutions,Trade Settlements
90.2698083097477,71.95465910093273,3,2018,Techtonic Solutions,Trade Settlements
76.24320705744869,66.76149097300474,4,2019,Techtonic Solutions,Trade Settlements
117.80343660662822,74.39105454773157,5,2020,Techtonic Solutions,Trade Settlements
123.12299183848593,82.89422856786636,5,2021,Techtonic Solutions,Trade Settlements
67.69008474074352,116.49662508868305,3,2022,Techtonic Solutions,Trade Settlements
127.89984971743198,105.07216007315392,2,2023,Techtonic Solutions,Trade Settlements
105,115,4,2010,Techtonic Solutions,Security Finances
75.16845303212374,90.8681789660416,3,2011,Techtonic Solutions,Security Finances
59.759310769481246,106.14391161624873,3,2012,Techtonic Solutions,Security Finances
83.74166820194202,81.34392998024623,3,2013,Techtonic Solutions,Security Finances
96.60443652888196,68.76337213332656,4,2014,Techtonic Solutions,Security Finances
82.73739480941467,73.4338006331053,5,2015,Techtonic Solutions,Security Finances
60.48285247216633,108.8699542929159,5,2016,Techtonic Solutions,Security Finances
117.61953032674948,82.99890568354849,3,2017,Techtonic Solutions,Security Finances
83.54782102736729,79.98106758641995,5,2018,Techtonic Solutions,Security Finances
76.99584074971288,123.4984200887476,4,2019,Techtonic Solutions,Security Finances
64.57006256463772,124.49594337062223,2,2020,Techtonic Solutions,Security Finances
93.68723172777172,77.13796720674962,4,2021,Techtonic Solutions,Security Finances
62.374102616479604,100.76552041163508,5,2022,Techtonic Solutions,Security Finances
70.92662329924744,112.08964487108123,2,2023,Techtonic Solutions,Security Finances
81,77,4,2010,Techtonic Solutions,Custody
101.61988541129678,116.77623898040726,3,2011,Techtonic Solutions,Custody
76.64308468128078,106.4502574124565,4,2012,Techtonic Solutions,Custody
80.56024367316533,92.48835788337811,3,2013,Techtonic Solutions,Custody
80.7863455802037,113.72605850059551,3,2014,Techtonic Solutions,Custody
90.24676856125652,119.30311455885948,3,2015,Techtonic Solutions,Custody
110.54149263741546,81.85743800299412,5,2016,Techtonic Solutions,Custody
77.64489123873508,71.80295624652118,3,2017,Techtonic Solutions,Custody
58.59134902132705,73.61228382286939,2,2018,Techtonic Solutions,Custody
100.38473630510144,102.2623984492294,2,2019,Techtonic Solutions,Custody
73.05130128918339,119.18178279849378,4,2020,Techtonic Solutions,Custody
110.7126677620731,116.99865607092838,2,2021,Techtonic Solutions,Custody
74.40534256071486,95.52700722386146,5,2022,Techtonic Solutions,Custody
74.49221043738937,140.9431543729292,2,2023,Techtonic Solutions,Custody
107,70,3,2010,Techtonic Solutions,Multi Asset Class Sol
84.60511243831287,69.48129334968347,5,2011,Techtonic Solutions,Multi Asset Class Sol
99.71402822361377,103.91301808380223,3,2012,Techtonic Solutions,Multi Asset Class Sol
98.30996985574534,112.98744965003522,3,2013,Techtonic Solutions,Multi Asset Class Sol
115.24664242790575,93.24095711230817,4,2014,Techtonic Solutions,Multi Asset Class Sol
110.34847150941982,96.1502610481203,3,2015,Techtonic Solutions,Multi Asset Class Sol
118.15569658413933,90.96260132100952,3,2016,Techtonic Solutions,Multi Asset Class Sol
96.63476376727351,105.12787280463267,4,2017,Techtonic Solutions,Multi Asset Class Sol
63.66779430167161,98.98027877447689,5,2018,Techtonic Solutions,Multi Asset Class Sol
124.41122762501162,111.5485194533113,4,2019,Techtonic Solutions,Multi Asset Class Sol
135.55508136078356,104.29594000014265,4,2020,Techtonic Solutions,Multi Asset Class Sol
72.4114554971261,94.54467631489334,4,2021,Techtonic Solutions,Multi Asset Class Sol
74.95967442553189,87.73268819849868,3,2022,Techtonic Solutions,Multi Asset Class Sol
129.97327425843295,123.60701539734283,2,2023,Techtonic Solutions,Multi Asset Class Sol
94,101,2,2010,Quantum Systems Inc.,Equity and Fixed Income
62.15621040972286,94.65796554894268,3,2011,Quantum Systems Inc.,Equity and Fixed Income
108.95167046747645,96.29333617954391,3,2012,Quantum Systems Inc.,Equity and Fixed Income
82.43278985181735,119.4213954472169,3,2013,Quantum Systems Inc.,Equity and Fixed Income
88.89977110220558,72.48681111909337,4,2014,Quantum Systems Inc.,Equity and Fixed Income
111.30317002455746,70.87498559745879,2,2015,Quantum Systems Inc.,Equity and Fixed Income
64.00704816349928,91.71295411790851,5,2016,Quantum Systems Inc.,Equity and Fixed Income
96.08580656472321,101.06592226847125,3,2017,Quantum Systems Inc.,Equity and Fixed Income
64.37879200246493,102.89067878716513,4,2018,Quantum Systems Inc.,Equity and Fixed Income
110.29693911551865,77.10777221956214,4,2019,Quantum Systems Inc.,Equity and Fixed Income
79.25569859441157,63.802879540294676,3,2020,Quantum Systems Inc.,Equity and Fixed Income
100.9895653753697,86.61266424005483,4,2021,Quantum Systems Inc.,Equity and Fixed Income
67.11117742326704,89.24919656204753,3,2022,Quantum Systems Inc.,Equity and Fixed Income
85.2852300206949,93.2230846297118,4,2023,Quantum Systems Inc.,Equity and Fixed Income
75,112,2,2010,Quantum Systems Inc.,Multi Asset Class Sol
64.57801988553884,106.52233242742152,2,2011,Quantum Systems Inc.,Multi Asset Class Sol
113.70517697577748,72.38248990490399,4,2012,Quantum Systems Inc.,Multi Asset Class Sol
112.28353845978585,101.53312603035923,5,2013,Quantum Systems Inc.,Multi Asset Class Sol
106.55535984796732,78.81614510055932,3,2014,Quantum Systems Inc.,Multi Asset Class Sol
57.968319104032894,117.93258092627795,2,2015,Quantum Systems Inc.,Multi Asset Class Sol
74.02979160918916,110.68068334809703,5,2016,Quantum Systems Inc.,Multi Asset Class Sol
78.21826932080018,85.22127887261651,4,2017,Quantum Systems Inc.,Multi Asset Class Sol
70.92646446610341,104.92610725937794,5,2018,Quantum Systems Inc.,Multi Asset Class Sol
109.45988451163475,72.50700224326722,5,2019,Quantum Systems Inc.,Multi Asset Class Sol
94.78996793314751,65.72811192876263,4,2020,Quantum Systems Inc.,Multi Asset Class Sol
77.24208285643392,101.73205621072121,4,2021,Quantum Systems Inc.,Multi Asset Class Sol
111.54370850328273,87.33182204980584,5,2022,Quantum Systems Inc.,Multi Asset Class Sol
67.80665406502801,68.68614070227669,3,2023,Quantum Systems Inc.,Multi Asset Class Sol
115,99,4,2010,Quantum Systems Inc.,NAV Calculation
108.18497015362315,118.4032420471003,3,2011,Quantum Systems Inc.,NAV Calculation
75.59073087474698,90.56937186337075,3,2012,Quantum Systems Inc.,NAV Calculation
95.66231738785716,79.56849012366777,3,2013,Quantum Systems Inc.,NAV Calculation
66.45196610872898,85.01668939872856,4,2014,Quantum Systems Inc.,NAV Calculation
70.02672618215911,95.41650779325468,3,2015,Quantum Systems Inc.,NAV Calculation
83.24412998775537,77.25558108747074,3,2016,Quantum Systems Inc.,NAV Calculation
84.65463078386263,88.82726076002263,4,2017,Quantum Systems Inc.,NAV Calculation
73.97506979538709,104.59536147461844,4,2018,Quantum Systems Inc.,NAV Calculation
85.93026909045486,88.37862626001389,2,2019,Quantum Systems Inc.,NAV Calculation
60.94824398465203,96.31051840833771,2,2020,Quantum Systems Inc.,NAV Calculation
95.3682925509556,119.59219973331253,3,2021,Quantum Systems Inc.,NAV Calculation
111.83783073241916,72.30071639488503,5,2022,Quantum Systems Inc.,NAV Calculation
56.046422145333125,98.52392222790736,5,2023,Quantum Systems Inc.,NAV Calculation
75,75,2,2010,Quantum Systems Inc.,Hedge Fund Services
74.58537849282177,101.6305356499651,3,2011,Quantum Systems Inc.,Hedge Fund Services
101.17451160984584,101.2310115414697,4,2012,Quantum Systems Inc.,Hedge Fund Services
84.57877060228307,84.63916199610838,3,2013,Quantum Systems Inc.,Hedge Fund Services
78.0815677348514,115.36714226653488,4,2014,Quantum Systems Inc.,Hedge Fund Services
78.15702099779162,112.3816098713051,4,2015,Quantum Systems Inc.,Hedge Fund Services
102.74784264734868,113.9023812441732,4,2016,Quantum Systems Inc.,Hedge Fund Services
105.18019191751054,84.05789502015,2,2017,Quantum Systems Inc.,Hedge Fund Services
70.04055720142955,105.44422013565017,4,2018,Quantum Systems Inc.,Hedge Fund Services
61.49864502078371,92.48873214027802,5,2019,Quantum Systems Inc.,Hedge Fund Services
74.59570833813285,98.6802010261454,4,2020,Quantum Systems Inc.,Hedge Fund Services
100.87671593321187,133.28343078120994,4,2021,Quantum Systems Inc.,Hedge Fund Services
125.38930550917937,107.72120699990852,3,2022,Quantum Systems Inc.,Hedge Fund Services
68.50421890056288,101.90258842513425,2,2023,Quantum Systems Inc.,Hedge Fund Services
106,91,2,2010,Quantum Systems Inc.,Custody
106.3641661524683,92.98875248259812,3,2011,Quantum Systems Inc.,Custody
83.8419133644087,121.75155142709467,3,2012,Quantum Systems Inc.,Custody
116.00222796045462,98.13080017541844,5,2013,Quantum Systems Inc.,Custody
79.42262634934606,107.54850428754648,3,2014,Quantum Systems Inc.,Custody
98.9638204211459,76.94850272972079,3,2015,Quantum Systems Inc.,Custody
119.64447107281762,107.33733385739811,3,2016,Quantum Systems Inc.,Custody
93.60635201702357,76.6307942744619,4,2017,Quantum Systems Inc.,Custody
85.19351541433441,118.49048547305793,4,2018,Quantum Systems Inc.,Custody
99.40808084326913,71.48934157043061,4,2019,Quantum Systems Inc.,Custody
109.75142916986802,87.59140226895468,4,2020,Quantum Systems Inc.,Custody
63.33543572062064,105.32510538814938,3,2021,Quantum Systems Inc.,Custody
102.16140548109703,71.11503816150149,3,2022,Quantum Systems Inc.,Custody
65.35357033866553,122.09816767928186,3,2023,Quantum Systems Inc.,Custody
67,72,4,2010,Stellar Services,Custody
66.17493026533319,83.90716619275615,3,2011,Stellar Services,Custody
119.82599246913426,82.4071982050691,3,2012,Stellar Services,Custody
111.73382147532477,103.9183546570737,3,2013,Stellar Services,Custody
105.03048813094317,73.25967315658824,4,2014,Stellar Services,Custody
76.29528584222967,97.17317014264148,5,2015,Stellar Services,Custody
56.59957089831666,95.96897904431692,3,2016,Stellar Services,Custody
104.31513930507248,96.48777586218054,3,2017,Stellar Services,Custody
89.07743717083922,98.8805879615002,5,2018,Stellar Services,Custody
58.54934926577832,75.86663905364675,4,2019,Stellar Services,Custody
